longitude,latitude,year,locality
-50.320367,63.01077,2007,Aappaluttoq
-51.11378,64.68165,2008,Qussuk - Plateau
-51.275749,66.530158,2011,Sarfartoq - ST-40
-45.042679,60.229551,2005,Lake 410
-52.161211,66.562151,2012,White Mountain (Qaqortorssuaq)
-51.091858,64.410197,2010,Storø - Qingaaq
-46.012737,60.969064,2008,"Ilimausaq, Kvanefjeld"
-22.8239,71.5853,2011,Permdal
-51.527771,65.278925,2017,P-013SE
-45.835845,60.8666,2010,"Ilimausaq, Kringlerne"
-24.033714,72.051992,2005,Malmbjerg
-51.728936,65.381436,2018,Qeqertaasaq Carbonatite Complex
-44.850076,60.356879,2007,Nalunaq
-50.320246,63.010868,2007,Aappaluttoq
-45.991978,60.976539,2008,"Ilimausaq, Kvanefjeld"
-44.845666,60.356625,2004,Nalunaq
-28.307668,83.091963,2009,Citronen Fjord - Beach Zone
-51.283821,66.531472,2011,Sarfartoq - ST 40 west
-52.160534,66.567105,2012,White Mountain (Qaqortorssuaq)
-51.093743,64.409137,2010,Storø - Qingaaq
-45.992497,60.978442,2009,"Ilimausaq, Kvanefjeld"
-31.69873,68.16515,2010,Skaergaard
-44.85002,60.356907,2007,Nalunaq
-44.850077,60.356879,2007,Nalunaq
-45.8696,60.865991,2007,"Ilimausaq, Kringlerne"
-51.330199,66.524851,2011,Sarfartoq - ST-1
-49.75319,65.210153,2008,Isua (Isukasia)
-28.313974,83.089858,2008,Citronen Fjord - Beach Zone
-28.304494,83.102025,2010,Citronen Fjord - Beach Zone
-45.993276,60.976273,2007,"Ilimausaq, Kvanefjeld"
-53.4893,63.0063,2004,
-54.355,62.6214,2004,
-51.8195,64.0893,2004,
-19.572116,74.587116,2010,"Wollaston Forland, Brorson Halvø"
-58.016,66.48763,2003,Davis Strait High (W)
-55.4453,63.30065,2003,Canyon Margin A (W)
-57.59483,67.47558,2006,Ikermiut Basin
-23.67383,70.75508,2008,Jameson Land
-57.3946,66.5939,2004,
-54.4992,62.5706,2004,
-18.54575,76.14092,2017,Store Koldewey
-57.394,66.5941,2004,
-55.7318,64.6011,2004,
-55.44138,63.30072,2003,Canyon Margin A (W)
-21.08083,82.67007,2012,Herluf Trolle Land
-20.54553,73.70645,2009,Hold with Hope
-19.84873,74.54268,2009,Wollaston Forland
-55.8564,64.5285,2004,
-58.487303,71.43971,2008,
-21.57292,82.61755,2012,Herluf Trolle Land
-55.8003,64.6345,2004,
-57.5977,67.4708,2006,Ikermiut Basin
-57.59387,67.47083,2006,Ikermiut Basin
-55.7985,64.6168,2004,
-55.43338,63.23517,2003,Canyon Margin A (W)
-57.98017,66.4876,2003,Davis Strait High (W)
-51.7682,64.1087,2004,
-55.42873,63.30118,2003,Canyon Margin A (E)
-51.7985,64.0898,2004,
-55.43223,63.23508,2003,Canyon Margin A (W)
-22.25617,70.12717,2003,Savoia Halvø
-55.44515,63.30077,2003,Canyon Margin A (W)
-55.4453,63.3007,2003,Canyon Margin A (W)
-55.42857,63.30077,2003,Canyon Margin A (E)
-55.4448,63.3012,2004,
-21.08083,82.67007,2012,Herluf Trolle Land
-53.4953,63.0064,2004,
-57.98242,66.48747,2003,Davis Strait High (W)
-58.898653,71.497923,2008,
-20.26678,74.6543,2017,Wollaston Forland
-20.26678,74.6543,2017,Wollaston Forland
-58.030822,71.364976,2008,
-57.3233,66.6484,2004,
-55.5605,63.5068,2004,
-58.056068,71.369437,2008,
-53.6035,62.8856,2004,
-51.2506,64.0898,2004,
-18.7216,76.384666,2010,Store Koldewey
-53.6086,62.8892,2004,
-51.7489,64.1077,2004,
-54.5036,62.5629,2004,
-55.7797,64.6337,2004,
-53.4972,63.008,2004,
