name,licence_id,category,status,ownername,grantdate,expirydate,area_km2,liccode,appliccode,.geo
MEL 2017-06,747,Mineral Exploration Licence (MEL),Active License,Longland Resources Limited,2017-01-01,2029-12-31,305.58,MEL 2017-06,M-42,"{""type"":""MultiPolygon"",""coordinates"":[[[[-31.33333333,68.58333333],[-31.1,68.58333333],[-31.1,68.5],[-31.2,68.5],[-31.2,68.35],[-31.3,68.35],[-31.3,68.26666667],[-31.33333333,68.26666667],[-31.33333333,68.25],[-31.36666667,68.25],[-31.36666667,68.21666667],[-31.41666667,68.21666667],[-31.41666667,68.2],[-31.4,68.2],[-31.4,68.15],[-31.48333333,68.15],[-31.48333333,68.26666667],[-31.43333333,68.26666667],[-31.43333333,68.28333333],[-31.4,68.28333333],[-31.4,68.45],[-31.33333333,68.45],[-31.33333333,68.58333333],[-31.33333333,68.58333333]]]]}"
MEL 2026-05,197730,Mineral Exploration Licence (MEL),Active License,Greenland Gold SRO,2026-01-01,2030-12-31,29.005,MEL 2026-05,M-471,"{""type"":""MultiPolygon"",""coordinates"":[[[[-45.66666667,60.95],[-45.58333333,60.95],[-45.58333333,60.93333333],[-45.6,60.93333333],[-45.6,60.91666667],[-45.61666667,60.91666667],[-45.61666667,60.9],[-45.7,60.9],[-45.7,60.91666667],[-45.73333333,60.91666667],[-45.73333333,60.9],[-45.75,60.9],[-45.75,60.93333333],[-45.66666667,60.93333333],[-45.66666667,60.95]]]]}"
MEL 2019-113,11604,Mineral Exploration Licence (MEL),Active License,Nalunaq A/S,2019-09-26,2030-12-31,114.288,MEL 2019-113,M-MLSA-101,"{""type"":""MultiPolygon"",""coordinates"":[[[[-44.76666667,60.61666667],[-44.7,60.61666667],[-44.7,60.6],[-44.66666667,60.6],[-44.66666667,60.58333333],[-44.6,60.58333333],[-44.6,60.56666667],[-44.56666667,60.56666667],[-44.56666667,60.55],[-44.55,60.55],[-44.55,60.53333333],[-44.51666667,60.53333333],[-44.51666667,60.5],[-44.56666667,60.5],[-44.56666667,60.51666667],[-44.6,60.51666667],[-44.6,60.53333333],[-44.63333333,60.53333333],[-44.63333333,60.55],[-44.7,60.55],[-44.7,60.58333333],[-44.76666667,60.58333333],[-44.76666667,60.61666667]]],[[[-43.65,61.03333333],[-43.55,61.03333333],[-43.55,60.98333333],[-43.5,60.98333333],[-43.5,60.96666667],[-43.48333333,60.96666667],[-43.48333333,60.95],[-43.55,60.95],[-43.55,60.96666667],[-43.56666667,60.96666667],[-43.56666667,60.98333333],[-43.66666667,60.98333333],[-43.66666667,61.01666667],[-43.65,61.01666667],[-43.65,61.03333333]]],[[[-43.23333333,61.11666667],[-43.16666667,61.11666667],[-43.16666667,61.08333333],[-43.23333333,61.08333333],[-43.23333333,61.11666667]]]]}"
MEL 2023-70,167388,Mineral Exploration Licence (MEL),Active License,Gardaq A/S,2023-07-25,2027-12-31,229.7551,MEL 2023-70,M-MLSA-341,"{""type"":""MultiPolygon"",""coordinates"":[[[[-48.15,60.83333333],[-48,60.83333333],[-48,60.81666667],[-47.95,60.81666667],[-47.95,60.8],[-47.91666667,60.8],[-47.91666667,60.78333333],[-47.88333333,60.78333333],[-47.88333333,60.76666667],[-47.85,60.76666667],[-47.85,60.75],[-47.81666667,60.75],[-47.81666667,60.73333333],[-47.76666667,60.73333333],[-47.76666667,60.66666667],[-48.1,60.66666667],[-48.1,60.7],[-48.13333333,60.7],[-48.13333333,60.73333333],[-48.16666667,60.73333333],[-48.16666667,60.8],[-48.15,60.8],[-48.15,60.83333333]]]]}"
MEL 2025-227,195718,Mineral Exploration Licence (MEL),Active License,Wally John Resources Greenland,2025-09-22,2030-12-31,69.81,MEL 2025-227,M-MLSA-451,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.76666667,80.25],[-63.05,80.25],[-63.05,80.21666667],[-63.63333333,80.21666667],[-63.63333333,80.15],[-63.76666667,80.15],[-63.76666667,80.25]]]]}"
MEL 2020-32,20250,Mineral Exploration Licence (MEL),Active License,Qaatsuitsup Ulloriaa,2020-03-01,2026-12-31,192.289,MEL 2020-32,M-MLSA-254,"{""type"":""MultiPolygon"",""coordinates"":[[[[-51.31666667,66.56666667],[-51.15,66.56666667],[-51.15,66.55],[-51.11666667,66.55],[-51.11666667,66.53333333],[-51.11666667,66.5],[-51.13333333,66.5],[-51.13333333,66.48333333],[-51.15,66.48333333],[-51.15,66.46666667],[-51.18333333,66.46666667],[-51.18333333,66.43333333],[-51.33333333,66.43333333],[-51.33333333,66.45],[-51.11666667,66.53333333],[-51.36666667,66.51666667],[-51.36666667,66.55],[-51.31666667,66.55],[-51.31666667,66.56666667]]],[[[-51.31666667,66.56666667],[-51.31666667,66.6],[-51.36666667,66.6],[-51.36666667,66.66666667],[-51.4,66.66666667],[-51.4,66.69166667],[-51.56666667,66.69166667],[-51.56666667,66.7125],[-51.4,66.7125],[-51.4,66.7],[-51.3,66.7],[-51.3,66.64166667],[-51.25,66.64166667],[-51.25,66.61666667],[-51.15,66.61666667],[-51.15,66.56666667],[-51.31666667,66.56666667]]]]}"
MIN 2025-115,202857,Mining Exploitation Licence (MIN),Active License,Greenland Resources A/S,2025-06-19,2055-06-19,88.18,MIN 2025-115,M-MLSA-495,"{""type"":""MultiPolygon"",""coordinates"":[[[[-24.31666667,71.98333333],[-24.23333333,71.98333333],[-24.23333333,72.05],[-24,72.05],[-24,72.01666667],[-24.05,72.01666667],[-24.05,71.95],[-24.31666667,71.95],[-24.31666667,71.98333333]]]]}"
MEL 2020-10,12275,Mineral Exploration Licence (MEL),Active License,Nikkeli Greenland A/S,2020-02-25,2026-12-31,288,MEL 2020-10,M-MLSA-106,"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.85,70.01666667],[-53.85,70],[-53.8,70],[-53.8,69.98333333],[-53.76666667,69.98333333],[-53.76666667,69.96666667],[-53.7,69.96666667],[-53.7,69.93333333],[-53.65,69.93333333],[-53.65,69.91666667],[-53.5,69.91666667],[-53.5,69.86666667],[-53.68333333,69.86666667],[-53.68333333,69.88333333],[-53.75,69.88333333],[-53.75,69.9],[-53.81666667,69.9],[-53.81666667,69.91666667],[-53.86666667,69.91666667],[-53.86666667,69.93333333],[-53.9,69.93333333],[-53.9,69.95],[-53.96666667,69.95],[-53.96666667,69.96666667],[-54.08333333,69.96666667],[-54.08333333,69.95],[-54.11666667,69.95],[-54.11666667,69.91666667],[-54.1,69.91666667],[-54.1,69.88333333],[-54,69.88333333],[-54,69.85],[-54.23333333,69.85],[-54.23333333,69.86666667],[-54.25,69.86666667],[-54.25,69.88333333],[-54.28333333,69.88333333],[-54.28333333,69.95],[-54.25,69.95],[-54.25,69.98333333],[-54.21666667,69.98333333],[-54.21666667,70.01666667],[-53.85,70.01666667]]]]}"
MEL 2025-168,193795,Mineral Exploration Licence (MEL),Active License,ARC Joint Venture Company ApS,2025-07-26,2029-12-31,5773.28,MEL 2025-168,M-MLSA-421,"{""type"":""MultiPolygon"",""coordinates"":[[[[-29.3,82.05],[-25.68333333,82.05],[-25.68333333,82],[-25.71666667,82],[-25.71666667,81.98333333],[-25.73333333,81.98333333],[-25.73333333,81.96666667],[-25.76666667,81.96666667],[-25.76666667,81.93333333],[-25.8,81.93333333],[-25.8,81.91666667],[-25.83333333,81.91666667],[-25.83333333,81.88333333],[-25.86666667,81.88333333],[-25.86666667,81.83333333],[-25.9,81.83333333],[-25.9,81.76666667],[-25.91666667,81.76666667],[-25.91666667,81.58333333],[-26.13333333,81.58333333],[-26.13333333,81.5],[-26.9,81.5],[-26.9,81.41666667],[-28.33333333,81.41666667],[-28.33333333,81.35],[-29.58333333,81.35],[-29.58333333,81.31666667],[-31,81.31666667],[-31,81.45],[-31.7,81.45],[-31.7,81.56666667],[-32.11666667,81.56666667],[-32.11666667,81.85],[-31,81.85],[-31,81.9],[-30.3,81.9],[-30.3,81.96666667],[-29.3,81.96666667],[-29.3,82.05]]]]}"
MEL-S 2026-07,207551,Special Exploration Licence (MEL-S),Active License,Greenland Resources A/S,2026-02-18,2028-12-31,1147.76,MEL-S 2026-07,M-MLSA-504,"{""type"":""MultiPolygon"",""coordinates"":[[[[-24.43333333,72.36666667],[-24.2,72.36666667],[-24.2,72.31666667],[-24.08333333,72.31666667],[-24.08333333,72.23333333],[-24.2,72.23333333],[-24.2,72.05],[-24.23333333,72.05],[-24.23333333,71.98333333],[-24.31666667,71.98333333],[-24.31666667,71.95],[-24.05,71.95],[-24.05,72.01666667],[-24,72.01666667],[-24,72.05],[-23.85,72.05],[-23.85,72.13333333],[-23.81666667,72.13333333],[-23.81666667,72.21666667],[-23.9,72.21666667],[-23.9,72.225],[-23.88333333,72.225],[-23.88333333,72.24166667],[-23.9,72.24166667],[-23.9,72.26666667],[-23.7,72.26666667],[-23.7,72.15],[-23.46666667,72.15],[-23.46666667,72.13333333],[-23.36666667,72.13333333],[-23.36666667,72.11666667],[-23.26666667,72.11666667],[-23.26666667,72.1],[-23.16666667,72.1],[-23.16666667,72.08333333],[-23.08333333,72.08333333],[-23.08333333,72],[-23.53333333,72],[-23.53333333,71.88333333],[-23.8,71.88333333],[-23.8,71.85],[-24.43333333,71.85],[-24.43333333,72.36666667]]]]}"
MEL 2017-01,743,Mineral Exploration Licence (MEL),Active License,Nikkeli Greenland A/S,2017-01-01,2028-12-31,28,MEL 2017-01,M-41,"{""type"":""MultiPolygon"",""coordinates"":[[[[-52.66666667,69.9],[-52.56666667,69.9],[-52.56666667,69.88333333],[-52.53333333,69.88333333],[-52.53333333,69.86666667],[-52.46666667,69.86666667],[-52.46666667,69.83333333],[-52.53333333,69.83333333],[-52.53333333,69.85],[-52.6,69.85],[-52.6,69.86666667],[-52.66666667,69.86666667],[-52.66666667,69.9],[-52.66666667,69.9]]]]}"
MEL 2024-30,165581,Mineral Exploration Licence (MEL),Active License,Nikkeli Greenland A/S,2024-03-21,2028-12-31,112.01,MEL 2024-30,M-MLSA-337,"{""type"":""MultiPolygon"",""coordinates"":[[[[-53.01638889,70.08111111],[-53.01361111,70.08111111],[-53.01333333,70.08055556],[-53.01194444,70.08055556],[-53.01027778,70.07833333],[-53.0025,70.07833333],[-53.00027778,70.07],[-52.99111111,70.07],[-52.98722222,70.06666667],[-53.01666667,70.06666667],[-53.01638889,70.08111111]]],[[[-52.8,69.96666667],[-52.51666667,69.96666667],[-52.51666667,69.88333333],[-52.38333333,69.88333333],[-52.38333333,69.86666667],[-52.23333333,69.86666667],[-52.23333333,69.85],[-52.1,69.85],[-52.1,69.83333333],[-52.01666667,69.83333333],[-52.01666667,69.81666667],[-51.95,69.81666667],[-51.95,69.76666667],[-52.38333333,69.76666667],[-52.38333333,69.86222222],[-52.40888889,69.86277778],[-52.40722222,69.86694444],[-52.53333333,69.86694444],[-52.53333333,69.88333333],[-52.56666667,69.88333333],[-52.56666667,69.9],[-52.66666667,69.9],[-52.66666667,69.91666667],[-52.7,69.91666667],[-52.7,69.95],[-52.8,69.95],[-52.8,69.96666667]]]]}"
MEL 2015-17,727,Mineral Exploration Licence (MEL),Active License,Nalunaq A/S,2015-01-01,2026-12-31,78,MEL 2015-17,M-37,"{""type"":""MultiPolygon"",""coordinates"":[[[[-48.88333333,61.45],[-48.85,61.45],[-48.85,61.46666667],[-48.75,61.46666667],[-48.75,61.43333333],[-48.76666667,61.43333333],[-48.76666667,61.4],[-48.83333333,61.4],[-48.83333333,61.38333333],[-48.88333333,61.38333333],[-48.88333333,61.45],[-48.88333333,61.45]]],[[[-48.61666667,61.6],[-48.53333333,61.6],[-48.53333333,61.51666667],[-48.63333333,61.51666667],[-48.63333333,61.58333333],[-48.61666667,61.58333333],[-48.61666667,61.6],[-48.61666667,61.6]]]]}"
MEL 2018-16,782,Mineral Exploration Licence (MEL),Active License,Nikkeli Greenland A/S,2018-01-01,2029-12-31,1698,MEL 2018-16,M-50,"{""type"":""MultiPolygon"",""coordinates"":[[[[-54.1,70.3],[-54,70.3],[-54,70.15],[-53.9,70.15],[-53.9,70.13333333],[-53.8,70.13333333],[-53.8,70.16666667],[-53.85,70.16666667],[-53.85,70.3],[-53.8,70.3],[-53.8,70.26666667],[-53.4,70.26666667],[-53.4,70.23333333],[-53.1,70.23333333],[-53.1,70.13333333],[-53.01666667,70.13333333],[-53.01666667,70.06666667],[-52.88333333,70.06666667],[-52.88333333,70.01666667],[-52.8,70.01666667],[-52.8,69.95],[-52.7,69.95],[-52.7,69.91666667],[-52.66666667,69.91666667],[-52.66666667,69.86666667],[-52.6,69.86666667],[-52.6,69.85],[-52.53333333,69.85],[-52.53333333,69.83333333],[-52.46666667,69.83333333],[-52.46666667,69.85],[-52.38333333,69.85],[-52.38333333,69.78333333],[-52.76666667,69.78333333],[-52.76666667,69.85],[-53.01666667,69.85],[-53.01666667,69.91666667],[-53.4,69.91666667],[-53.4,70],[-53.71666667,70],[-53.71666667,70.08333333],[-54,70.08333333],[-54,70.11666667],[-54.1,70.11666667],[-54.1,70.3],[-54.1,70.3]]],[[[-54.11666667,70.35],[-53.75,70.43333333],[-53.55,70.43333333],[-53.55,70.41666667],[-53.35,70.41666667],[-53.35,70.48333333],[-53.75,70.48333333],[-53.75,70.43333333],[-54.11666667,70.35002778],[-54.11666667,70.35],[-54.11666667,70.43333333],[-54.11666667,70.45],[-54.25,70.45],[-54.25,70.53333333],[-53.26666667,70.53333333],[-53.26666667,70.35],[-53.36666667,70.35],[-54.11666667,70.35],[-54.11666667,70.35]]]]}"
MEL 2025-113,191728,Mineral Exploration Licence (MEL),Active License,Itinnera Solutions ApS,2025-06-30,2029-12-31,45.289,MEL 2025-113,M-413,"{""type"":""MultiPolygon"",""coordinates"":[[[[-51.36666667,63.53333333],[-51.21666667,63.53333333],[-51.21666667,63.51666667],[-51.16666667,63.51666667],[-51.16666667,63.5],[-51.11666667,63.5],[-51.11666667,63.51666667],[-51.05,63.51666667],[-51.05,63.48333333],[-51.06666667,63.48333333],[-51.06666667,63.46666667],[-51.18333333,63.46666667],[-51.18333333,63.43333333],[-51.36666667,63.43333333],[-51.36666667,63.51666667],[-51.28333333,63.51666667],[-51.28333333,63.5],[-51.2,63.48333333],[-51.2,63.5],[-51.28333333,63.51666667],[-51.36666667,63.51666667],[-51.36666667,63.53333333]]]]}"
MEL 2016-14,735,Mineral Exploration Licence (MEL),Active License,Greenland Gold SRO,2016-01-01,2027-12-31,41.88,MEL 2016-14,M-39,"{""type"":""MultiPolygon"",""coordinates"":[[[[-49.01666667,62.13333333],[-48.96666667,62.13333333],[-48.96666667,62.11666667],[-49,62.11666667],[-49,62.1],[-49.01666667,62.1],[-49.01666667,62.08333333],[-49.05,62.08333333],[-49.05,62.06666667],[-49.1,62.06666667],[-49.1,62.1],[-49.08333333,62.1],[-49.08333333,62.11666667],[-49.01666667,62.11666667],[-49.01666667,62.13333333]]],[[[-48.93333333,62.13333333],[-48.9,62.13333333],[-48.9,62.05],[-48.93333333,62.05],[-48.93333333,62.06666667],[-48.96666667,62.06666667],[-48.96666667,62.1],[-48.93333333,62.1],[-48.93333333,62.13333333]]]]}"
MEL 2018-19,790,Mineral Exploration Licence (MEL),Active License,Greenx Holdings Greenland,2017-12-20,2029-12-31,31.04,MEL 2018-19,M-52,"{""type"":""MultiPolygon"",""coordinates"":[[[[-25.05,73.23333333],[-24.76666667,73.23333333],[-24.76666667,73.21666667],[-25.01666667,73.21666667],[-25.01666667,73.2],[-25.05,73.2],[-25.05,73.23333333]]],[[[-25.11666667,73.16666667],[-25.01666667,73.16666667],[-25.01666667,73.15],[-25.05,73.15],[-25.05,73.13333333],[-25.15,73.13333333],[-25.15,73.15],[-25.11666667,73.15],[-25.11666667,73.16666667]]]]}"
MEL 2020-36,22323,Mineral Exploration Licence (MEL),Active License,Nalunaq A/S,2020-06-24,2026-12-31,182.6755,MEL 2020-36,M-MLSA-271,"{""type"":""MultiPolygon"",""coordinates"":[[[[-44.78333333,60.85],[-44.65,60.85],[-44.65,60.83333333],[-44.68333333,60.83333333],[-44.68333333,60.81666667],[-44.71666667,60.81666667],[-44.71666667,60.8],[-44.76666667,60.8],[-44.76666667,60.76666667],[-45,60.76666667],[-45,60.73333333],[-45.03333333,60.73333333],[-45.03333333,60.7],[-45.1,60.7],[-45.1,60.68333333],[-45.13333333,60.68333333],[-45.13333333,60.66666667],[-45.15,60.66666667],[-45.15,60.65],[-45.23333333,60.65],[-45.23333333,60.63333333],[-45.33333333,60.63333333],[-45.33333333,60.61666667],[-45.35,60.61666667],[-45.35,60.6],[-45.43333333,60.6],[-45.43333333,60.53333333],[-45.51666667,60.53333333],[-45.51666667,60.48333333],[-45.6,60.48333333],[-45.6,60.55],[-45.45,60.55],[-45.45,60.61666667],[-45.36666667,60.61666667],[-45.36666667,60.63333333],[-45.35,60.63333333],[-45.35,60.65],[-45.25,60.65],[-45.25,60.66666667],[-45.16666667,60.66666667],[-45.16666667,60.68333333],[-45.15,60.68333333],[-45.15,60.7],[-45.11666667,60.7],[-45.11666667,60.71666667],[-45.05,60.71666667],[-45.05,60.75],[-45.01666667,60.75],[-45.01666667,60.78333333],[-44.93333333,60.78333333],[-44.93333333,60.8],[-44.85,60.8],[-44.85,60.81666667],[-44.81666667,60.81666667],[-44.81666667,60.83333333],[-44.78333333,60.83333333],[-44.78333333,60.85]]],[[[-44.71666667,60.65],[-44.65,60.65],[-44.65,60.61666667],[-44.71666667,60.61666667],[-44.71666667,60.65]]],[[[-44.58333333,60.73333333],[-44.51666667,60.73333333],[-44.51666667,60.7],[-44.58333333,60.7],[-44.58333333,60.73333333]]],[[[-43.26666667,61.13333333],[-43.13333333,61.13333333],[-43.13333333,61.08333333],[-43.16666667,61.08333333],[-43.16666667,61.11666667],[-43.23333333,61.11666667],[-43.23333333,61.08333333],[-43.25,61.08333333],[-43.25,61.1],[-43.3,61.1],[-43.3,61.11666667],[-43.26666667,61.11666667],[-43.26666667,61.11666667],[-43.26666667,61.13333333]]]]}"
